id,nodeid,nodetype,workgroupid,username,id,name,sgender,parentprojectid,data
4139,node_10.al,AssessmentListNode,6626,JackE0325,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_10.al"",""visitEndTime"":1393861953000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393861949065,""assessments"":[{""response"":{""id"":""X526zNleHP"",""text"":""On both parts, the average length of their tail will have decreased."",""autoScoreResult"":{""maxScore"":1}},""id"":""xuquELx0uX"",""type"":""radio""},{""response"":{""text"":""The two sides would have the same change ""},""id"":""egXDDynYbq"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393861880000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4140,node_11.al,AssessmentListNode,6626,JackE0325,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_11.al"",""visitEndTime"":1393862029000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862023284,""assessments"":[{""response"":{""id"":""tF3QlaJmut"",""text"":""Because these traits don\u2019t contribute to survival or chance of reproduction, allele frequencies for the traits will be very similar on both parts of the island."",""autoScoreResult"":{""maxScore"":1}},""id"":""jf6TONHsd2"",""type"":""radio""},{""response"":{""text"":""Because the lizards are experiencing the same changes on both sides""},""id"":""ffNUt2iyDE"",""type"":""text""},{""response"":{""id"":""3nOYpft3p2"",""text"":""It is hard to predict what the proportion of dominant and recessive alleles would be."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""etjxUgd7Z7"",""type"":""radio""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393861953000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4141,node_12.al,AssessmentListNode,6626,JackE0325,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_12.al"",""visitEndTime"":1393862080000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862078215,""assessments"":[{""response"":{""id"":""tpCiMIbSWT"",""text"":""Chance played a bigger role in one than the other."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""XyKkhFGIPm"",""type"":""radio""},{""response"":{""text"":""The change in the spikes was chance but the change in the tail was natural selection ""},""id"":""xTsQY4z6dL"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862029000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4142,node_13.al,AssessmentListNode,6626,JackE0325,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_13.al"",""visitEndTime"":1393862119000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862117959,""assessments"":[{""response"":{""text"":""Through natural selection the lizards adapted to the new climate in order to survive""},""id"":""rVoKNuuAiG"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862080000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4143,node_14.al,AssessmentListNode,6626,JackE0325,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_14.al"",""visitEndTime"":1393862173000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862173409,""assessments"":[{""response"":{""id"":""mIYVJptkTc"",""text"":""0: Played no role or a negligible role""},""id"":""EzKmtagRGY"",""type"":""radio""},{""response"":{""id"":""rtQhhFONnE"",""text"":""2: Played a major role""},""id"":""litJb54alj"",""type"":""radio""},{""response"":{""id"":""4rBmXq6jSy"",""text"":""0: Played no role or a negligible role""},""id"":""nhZOGK8qpO"",""type"":""radio""},{""response"":{""id"":""LSDbBrHyyb"",""text"":""1: Played a role""},""id"":""8KJldqvorQ"",""type"":""radio""},{""response"":{""id"":""3uAeu2Mg6q"",""text"":""0: Played no role or a negligible role""},""id"":""w2vbawNnnh"",""type"":""radio""},{""response"":{""id"":""7sU1Vp2JTv"",""text"":""1: Played a role""},""id"":""8fiTGm2BnC"",""type"":""radio""},{""response"":null,""id"":""UEW1uYNnVg"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393862119000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4144,node_15.al,AssessmentListNode,6626,JackE0325,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_15.al"",""visitEndTime"":1393862207000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862202906,""assessments"":[{""response"":{""id"":""3SUTt3hC0H"",""text"":""Introducing a new breed of panthers"",""autoScoreResult"":{""maxScore"":0,""isCorrect"":true}},""id"":""lkZj7mtwk4"",""type"":""radio""},{""response"":{""text"":""To increase genetic diversity""},""id"":""YiqdDVB0lJ"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862173000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4145,node_18.al,AssessmentListNode,6626,JackE0325,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_18.al"",""visitEndTime"":1393862318000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862318122,""assessments"":[{""response"":{""id"":""cUxo17cncv"",""text"":""The distance between each child does not affect the average distance they travel."",""autoScoreResult"":{""maxScore"":1}},""id"":""l56D2FAV3d"",""type"":""radio""},{""response"":{""text"":""The distance between them does not change the overall distance they travel""},""id"":""7zMEOFH1Vm"",""type"":""text""},{""response"":{""id"":""3E2OMIdUFF"",""text"":""Where they are in the line does not affect the distance they have to walk."",""autoScoreResult"":{""maxScore"":1}},""id"":""yOlU6VfZAZ"",""type"":""radio""},{""response"":{""text"":""That does not change the distance""},""id"":""AWUGamhWtt"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393862207000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4146,node_19.al,AssessmentListNode,6626,JackE0325,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_19.al"",""visitEndTime"":1393862423000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862423131,""assessments"":[{""response"":{""id"":""NEZPdQE6aZ"",""text"":""Path B"",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""oWovHD6c2V"",""type"":""radio""},{""response"":{""id"":""iON7GXiBl4"",""text"":""Yes he should, because it will increase his chances of reaching to the charging station."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""dOoRm2Fpm0"",""type"":""radio""},{""response"":{""text"":""That would not change the chances""},""id"":""cADFqYQTOz"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393862318000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4147,node_20.al,AssessmentListNode,6626,JackE0325,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_20.al"",""visitEndTime"":1393862479000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862475545,""assessments"":[{""response"":{""id"":""n2Va8sH8QR"",""text"":""Graph B"",""autoScoreResult"":{""maxScore"":1}},""id"":""0dHlpeqkc8"",""type"":""radio""},{""response"":{""id"":""J6pbtlzM1t"",""text"":""Graph D"",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""h8mqBgvQsj"",""type"":""radio""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862423000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4148,node_21.al,AssessmentListNode,6626,JackE0325,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_21.al"",""visitEndTime"":1393862538000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862529742,""assessments"":[{""response"":{""id"":""PaAvprnqjZ"",""text"":""It rains."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""Fin0piIKWa"",""type"":""radio""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862479000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4137,node_0.al,AssessmentListNode,6627,LauraM0415,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_0.al"",""visitEndTime"":1393861825000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393861825733,""assessments"":[{""response"":{""id"":""RvezbUYNnA"",""text"":""During treatment with an antibiotic, each individual bacterium tries to become resistant to the antibiotic.  Only some are able to willingly become resistant, and these individuals survive to pass this trait to their offspring."",""autoScoreResult"":{""maxScore"":1}},""id"":""kyGatwL8Zy"",""type"":""radio""},{""response"":{""id"":""IgaUggyULI"",""text"":""The individual birds that already have the kind of beak that allows them to eat the seeds that are harder to crack open would be more likely to survive and reproduce."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""bJKlnjnZ27"",""type"":""radio""},{""response"":{""id"":""u1mmkUWs6D"",""text"":""Most species living today did not exist at the time life began."",""autoScoreResult"":{""maxScore"":1,""isCorrect"":true}},""id"":""rCwfXhhb1O"",""type"":""radio""},{""response"":{""id"":""UNvqakMLEj"",""text"":""The gene pool converges and becomes more limited"",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""Ol4jrE6MXI"",""type"":""radio""},{""response"":null,""id"":""YJVWkwkdRu"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393861654000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4137,node_0.al,AssessmentListNode,6627,LauraM0415,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_0.al"",""visitEndTime"":1393861923000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393861923526,""assessments"":[{""response"":{""id"":""RvezbUYNnA"",""text"":""During treatment with an antibiotic, each individual bacterium tries to become resistant to the antibiotic.  Only some are able to willingly become resistant, and these individuals survive to pass this trait to their offspring."",""autoScoreResult"":{""maxScore"":1}},""id"":""kyGatwL8Zy"",""type"":""radio""},{""response"":{""id"":""IgaUggyULI"",""text"":""The individual birds that already have the kind of beak that allows them to eat the seeds that are harder to crack open would be more likely to survive and reproduce."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""bJKlnjnZ27"",""type"":""radio""},{""response"":{""id"":""u1mmkUWs6D"",""text"":""Most species living today did not exist at the time life began."",""autoScoreResult"":{""maxScore"":1,""isCorrect"":true}},""id"":""rCwfXhhb1O"",""type"":""radio""},{""response"":{""id"":""UNvqakMLEj"",""text"":""The gene pool converges and becomes more limited"",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""Ol4jrE6MXI"",""type"":""radio""},{""response"":{""text"":""i chose this answer because, the more selective we are about who reproduces, the less diverse the final results will be.""},""id"":""YJVWkwkdRu"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393861828000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4138,node_17.al,AssessmentListNode,6627,LauraM0415,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_17.al"",""visitEndTime"":1393862028000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862028595,""assessments"":[{""response"":{""id"":""2jzlnH1uDJ"",""text"":""She cannot be absolutely certain that the real airplane will fly well in the rain unless she actually flies the real airplane in the rain."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""gHnYaEJsRx"",""type"":""radio""},{""response"":null,""id"":""5Sl88vyECB"",""type"":""radio""},{""response"":null,""id"":""ijwuCmUAo2"",""type"":""radio""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393861974000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4138,node_17.al,AssessmentListNode,6627,LauraM0415,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_17.al"",""visitEndTime"":1393862130000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862127698,""assessments"":[{""response"":{""id"":""2jzlnH1uDJ"",""text"":""She cannot be absolutely certain that the real airplane will fly well in the rain unless she actually flies the real airplane in the rain."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""gHnYaEJsRx"",""type"":""radio""},{""response"":{""id"":""gG1qmSqO3X"",""text"":""The small-scale version of the house is a better model than the floor plans because the more a model looks like the object it represents the better model it is."",""autoScoreResult"":{""maxScore"":1}},""id"":""5Sl88vyECB"",""type"":""radio""},{""response"":{""id"":""UnklR5mPpK"",""text"":""It is not possible to conclude from this experiment if 60F is better than 90F for growing these plants or if one cup of water is better than two cups of water for growing these plants. "",""autoScoreResult"":{""maxScore"":0,""isCorrect"":true}},""id"":""ijwuCmUAo2"",""type"":""radio""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862033000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4139,node_10.al,AssessmentListNode,6627,LauraM0415,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_10.al"",""visitEndTime"":1393862287000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862284776,""assessments"":[{""response"":{""id"":""Km7uidz71B"",""text"":""The average length of their tail will have increased on one part, but not the other. "",""autoScoreResult"":{""maxScore"":1}},""id"":""xuquELx0uX"",""type"":""radio""},{""response"":{""text"":""This change might have taken place because the lizards in the smaller area have less places to hide from the eagles than do the ones in the larger area.""},""id"":""egXDDynYbq"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862130000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4140,node_11.al,AssessmentListNode,6627,LauraM0415,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_11.al"",""visitEndTime"":1393862393000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862391029,""assessments"":[{""response"":{""id"":""tF3QlaJmut"",""text"":""Because these traits don\u2019t contribute to survival or chance of reproduction, allele frequencies for the traits will be very similar on both parts of the island."",""autoScoreResult"":{""maxScore"":1}},""id"":""jf6TONHsd2"",""type"":""radio""},{""response"":{""text"":""If these traits have nothing to do with being caught by predators, they will remain the same. ""},""id"":""ffNUt2iyDE"",""type"":""text""},{""response"":{""id"":""3nOYpft3p2"",""text"":""It is hard to predict what the proportion of dominant and recessive alleles would be."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""etjxUgd7Z7"",""type"":""radio""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862287000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4141,node_12.al,AssessmentListNode,6627,LauraM0415,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_12.al"",""visitEndTime"":1393862454000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862452146,""assessments"":[{""response"":{""id"":""tpCiMIbSWT"",""text"":""Chance played a bigger role in one than the other."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""XyKkhFGIPm"",""type"":""radio""},{""response"":{""text"":""It occured by chance that some lizards got spiked whereas lizards have long tails for a need to survive ""},""id"":""xTsQY4z6dL"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862395000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4142,node_13.al,AssessmentListNode,6627,LauraM0415,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_13.al"",""visitEndTime"":1393862524000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862517877,""assessments"":[{""response"":{""text"":""The lizards had to adapt to the brownish surroundings so their color had to change. ""},""id"":""rVoKNuuAiG"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862454000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4143,node_14.al,AssessmentListNode,6627,LauraM0415,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_14.al"",""visitEndTime"":1393862693000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862691350,""assessments"":[{""response"":{""id"":""gZEJdqfwGr"",""text"":""1: Played a role""},""id"":""EzKmtagRGY"",""type"":""radio""},{""response"":{""id"":""rtQhhFONnE"",""text"":""2: Played a major role""},""id"":""litJb54alj"",""type"":""radio""},{""response"":{""id"":""4rBmXq6jSy"",""text"":""0: Played no role or a negligible role""},""id"":""nhZOGK8qpO"",""type"":""radio""},{""response"":{""id"":""LSDbBrHyyb"",""text"":""1: Played a role""},""id"":""8KJldqvorQ"",""type"":""radio""},{""response"":{""id"":""UXnAKBSSp0"",""text"":""2: Played a major role""},""id"":""w2vbawNnnh"",""type"":""radio""},{""response"":{""id"":""6ZjywbOnWY"",""text"":""2: Played a major role""},""id"":""8fiTGm2BnC"",""type"":""radio""},{""response"":{""text"":""Human selection is the reason these 2 lizard groups emerged. The new type of lizard is not compatible with the old type due to lack of gene flow. The environment is the cause of the different times for females laying eggs. I guessed on the rest. ""},""id"":""UEW1uYNnVg"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862524000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4144,node_15.al,AssessmentListNode,6627,LauraM0415,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_15.al"",""visitEndTime"":1393862777000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862774476,""assessments"":[{""response"":{""id"":""s26rNhKN4B"",""text"":""Reserve for panthers"",""autoScoreResult"":{""maxScore"":0}},""id"":""lkZj7mtwk4"",""type"":""radio""},{""response"":{""text"":""If the panthers live in close quarters in their own reserve, the likelihood of them intermingling and breeding will increase .""},""id"":""YiqdDVB0lJ"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862693000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4145,node_18.al,AssessmentListNode,6627,LauraM0415,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_18.al"",""visitEndTime"":1393974766000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393974762537,""assessments"":[{""response"":{""id"":""cUxo17cncv"",""text"":""The distance between each child does not affect the average distance they travel."",""autoScoreResult"":{""maxScore"":1}},""id"":""l56D2FAV3d"",""type"":""radio""},{""response"":{""text"":""They will all have to walk the same amount ""},""id"":""7zMEOFH1Vm"",""type"":""text""},{""response"":{""id"":""3E2OMIdUFF"",""text"":""Where they are in the line does not affect the distance they have to walk."",""autoScoreResult"":{""maxScore"":1}},""id"":""yOlU6VfZAZ"",""type"":""radio""},{""response"":{""text"":""They will have to walk the same amount as the other kids, no matter where their position in line is ""},""id"":""AWUGamhWtt"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393974705000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4146,node_19.al,AssessmentListNode,6627,LauraM0415,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_19.al"",""visitEndTime"":1393974915000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393974910176,""assessments"":[{""response"":{""id"":""xa00v46q80"",""text"":""Path D"",""autoScoreResult"":{""maxScore"":1}},""id"":""oWovHD6c2V"",""type"":""radio""},{""response"":{""id"":""PTFpqYHgPZ"",""text"":""No, he shouldn't, because it will decrease his chances of reaching to the charing station."",""autoScoreResult"":{""maxScore"":1}},""id"":""dOoRm2Fpm0"",""type"":""radio""},{""response"":{""text"":""It narrows down his chances because the probability is not good for picking the same number or side every single time. ""},""id"":""cADFqYQTOz"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393974766000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4147,node_20.al,AssessmentListNode,6627,LauraM0415,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_20.al"",""visitEndTime"":1393974959000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393974956060,""assessments"":[{""response"":{""id"":""EFJaN4zSeM"",""text"":""Graph A"",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""0dHlpeqkc8"",""type"":""radio""},{""response"":{""id"":""22HMyrs07t"",""text"":""Graph A"",""autoScoreResult"":{""maxScore"":1}},""id"":""h8mqBgvQsj"",""type"":""radio""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393974915000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4148,node_21.al,AssessmentListNode,6627,LauraM0415,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_21.al"",""visitEndTime"":1393974986000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393974979086,""assessments"":[{""response"":{""id"":""PaAvprnqjZ"",""text"":""It rains."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""Fin0piIKWa"",""type"":""radio""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393974959000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4137,node_0.al,AssessmentListNode,6612,NickR1213,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_0.al"",""visitEndTime"":1393861801000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393861795973,""assessments"":[{""response"":{""id"":""RvezbUYNnA"",""text"":""During treatment with an antibiotic, each individual bacterium tries to become resistant to the antibiotic.  Only some are able to willingly become resistant, and these individuals survive to pass this trait to their offspring."",""autoScoreResult"":{""maxScore"":1}},""id"":""kyGatwL8Zy"",""type"":""radio""},{""response"":{""id"":""IgaUggyULI"",""text"":""The individual birds that already have the kind of beak that allows them to eat the seeds that are harder to crack open would be more likely to survive and reproduce."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""bJKlnjnZ27"",""type"":""radio""},{""response"":{""id"":""u1mmkUWs6D"",""text"":""Most species living today did not exist at the time life began."",""autoScoreResult"":{""maxScore"":1,""isCorrect"":true}},""id"":""rCwfXhhb1O"",""type"":""radio""},{""response"":{""id"":""HicmKwpJTB"",""text"":""The gene pool becomes more diverse"",""autoScoreResult"":{""maxScore"":1}},""id"":""Ol4jrE6MXI"",""type"":""radio""},{""response"":{""text"":""They are picking people that may be different than their current gene pool. ""},""id"":""YJVWkwkdRu"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393861552000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4138,node_17.al,AssessmentListNode,6612,NickR1213,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_17.al"",""visitEndTime"":1393861935000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393861931314,""assessments"":[{""response"":{""id"":""2jzlnH1uDJ"",""text"":""She cannot be absolutely certain that the real airplane will fly well in the rain unless she actually flies the real airplane in the rain."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""gHnYaEJsRx"",""type"":""radio""},{""response"":{""id"":""UJtHErrwmM"",""text"":""Either the small-scale version of the house or the floor plans could be a better model depending on what model will be used for."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""5Sl88vyECB"",""type"":""radio""},{""response"":{""id"":""UnklR5mPpK"",""text"":""It is not possible to conclude from this experiment if 60F is better than 90F for growing these plants or if one cup of water is better than two cups of water for growing these plants. "",""autoScoreResult"":{""maxScore"":0,""isCorrect"":true}},""id"":""ijwuCmUAo2"",""type"":""radio""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393861801000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4139,node_10.al,AssessmentListNode,6612,NickR1213,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_10.al"",""visitEndTime"":1393862265000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862080559,""assessments"":[{""response"":{""id"":""AIrZ8buLJ5"",""text"":""On both parts, the average length of their tail will have increased."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""xuquELx0uX"",""type"":""radio""},{""response"":{""text"":""The shorter tailed lizards are going to die off because they will be eaten by predators. ""},""id"":""egXDDynYbq"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393861935000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4140,node_11.al,AssessmentListNode,6612,NickR1213,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_11.al"",""visitEndTime"":1393993828000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393993825692,""assessments"":[{""response"":{""id"":""tF3QlaJmut"",""text"":""Because these traits don\u2019t contribute to survival or chance of reproduction, allele frequencies for the traits will be very similar on both parts of the island."",""autoScoreResult"":{""maxScore"":1}},""id"":""jf6TONHsd2"",""type"":""radio""},{""response"":{""text"":""It doesnt affect their chances, so it wont affect their survival. ""},""id"":""ffNUt2iyDE"",""type"":""text""},{""response"":{""id"":""3nOYpft3p2"",""text"":""It is hard to predict what the proportion of dominant and recessive alleles would be."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""etjxUgd7Z7"",""type"":""radio""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393993735000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4141,node_12.al,AssessmentListNode,6612,NickR1213,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_12.al"",""visitEndTime"":1393993885000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393993882754,""assessments"":[{""response"":{""id"":""z2mGHizoBz"",""text"":""Chance played an equally important role in both."",""autoScoreResult"":{""maxScore"":1}},""id"":""XyKkhFGIPm"",""type"":""radio""},{""response"":{""text"":""Chance is the biggest influence in this example""},""id"":""xTsQY4z6dL"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393993828000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
